name,price,rating,ratingNumber,img,FirstCategory,SecondCategory,GetItByTomorrow
OnePlus 108 cm (43 inches) Y Series Full HD Smart Android LED TV 43 Y1S (Black),297.68,4.2,"34,899",https://m.media-amazon.com/images/I/51F6FClq10L._SX300_SY300_QL70_FMwebp_.jpg,Electronics,"HomeTheater,TV&Video",False
"boAt Deuce USB 300 2 in 1 Type-C & Micro USB Stress Resistant, Sturdy Cable with 3A Fast Charging & 480mbps Data Transmission, 10000+ Bends Lifespan and Extended 1.5m Length(Mercurial Black)",3.56,4.2,"94,363",https://m.media-amazon.com/images/I/4112nea7JlL._SX300_SY300_QL70_FMwebp_.jpg,Computers&Accessories,Accessories&Peripherals,True
Lapster USB 3.0 A to Micro B SuperSpeed for hard disk cable - short cable,2.37,4.1,425,https://m.media-amazon.com/images/I/31Uqr+A2THL._SY300_SX300_.jpg,Computers&Accessories,Accessories&Peripherals,True
TCL 100 cm (40 inches) Full HD Certified Android R Smart LED TV 40S6505 (Black),226.13,4.2,"6,659",https://m.media-amazon.com/images/I/41mMrtrwgyL._SY300_SX300_QL70_FMwebp_.jpg,Electronics,"HomeTheater,TV&Video",False
"ZEBRONICS ZEB-USB150WF1 WiFi USB Mini Adapter Supports 150 Mbps Wireless Data, Comes with Advanced Security WPA/WPA2 encryption Standards",3.45,3.7,"1,977",https://m.media-amazon.com/images/I/317-HiMYIgS._SY300_SX300_QL70_FMwebp_.jpg,Computers&Accessories,NetworkingDevices,True
"LOHAYA Remote Compatible for Mi Smart LED TV 4A Remote Control (32""/43"") [ Compatible for Mi Tv Remote Control ] [ Compatible for Mi Smart LED Tv Remote Control ]",2.96,3.8,"1,079",https://m.media-amazon.com/images/I/21PB1kWQWdL._SX300_SY300_QL70_FMwebp_.jpg,Electronics,"HomeTheater,TV&Video",True
"Gilary Multi Charging Cable, 3 in 1 Nylon Braided Fast Charging Cable for iPhone Micro USB Type C Mobile Phone | Colour May Vary |",4.11,3.7,"1,097",https://m.media-amazon.com/images/I/41nGfip4QuS._SX300_SY300_QL70_FMwebp_.jpg,Computers&Accessories,Accessories&Peripherals,False
TP-Link UE300 USB 3.0 to RJ45 Gigabit Ethernet Network Adapter - Plug and Play,13.09,4.5,"22,420",https://m.media-amazon.com/images/I/219039qa+PL._SY300_SX300_.jpg,Computers&Accessories,NetworkingDevices,False
"Wayona Type C to Lightning MFI Certified 20W Fast charging Nylon Braided USB C Cable for iPhone 14, 14 Pro, 14 Pro Max, 14 Plus, 13, 13 Pro, 13 Pro Max, 13 Mini, 12, 12 Pro, 11, 11 Pro Max iPhone 12 Mini, X, 8 (2M, Grey)",8.56,4.1,"1,045",https://m.media-amazon.com/images/I/41fRMsvSy8L._SY445_SX342_QL70_FMwebp_.jpg,Computers&Accessories,Accessories&Peripherals,True
Dealfreez Case Compatible with Fire TV Stick 3rd Gen 2021 Full Wrap Silicone Remote Cover Anti-Lost with Loop (D-Black),4.16,4.3,"4,145",https://m.media-amazon.com/images/I/41pA1xo-mIL._SX300_SY300_QL70_FMwebp_.jpg,Electronics,"HomeTheater,TV&Video",False
"Amazon Basics New Release Nylon USB-A to Lightning Cable Cord, Fast Charging MFi Certified Charger for Apple iPhone, iPad (3-Ft, Rose Gold)",10.11,4.3,"6,547",https://m.media-amazon.com/images/I/31kw1RgU5yL._SX300_SY300_QL70_FMwebp_.jpg,Computers&Accessories,Accessories&Peripherals,True
Isoelite Remote Compatible for Samsung LED/LCD Remote Control Works with All Samsung LED/LCD TV Model No :- BN59-607A (Please Match The Image with Your Old Remote),3.56,4.0,"1,588",https://m.media-amazon.com/images/I/41UJEnTJpVL._SX300_SY300_QL70_FMwebp_.jpg,Electronics,"HomeTheater,TV&Video",True
MI 100 cm (40 inches) 5A Series Full HD Smart Android LED TV with 24W Dolby Audio & Metal Bezel-Less Frame (Black) (2022 Model),261.96,4.2,"32,840",https://m.media-amazon.com/images/I/41GTMteNtdL._SX300_SY300_QL70_FMwebp_.jpg,Electronics,"HomeTheater,TV&Video",False
"Wayona Nylon Braided USB Data Sync and Fast Charging 3A Short Power Bank Cable For iPhones, iPad Air, iPad mini, iPod Nano and iPod Touch (Grey)",4.16,4.2,"13,120",https://m.media-amazon.com/images/I/41c80KrMZgL._SY445_SX342_QL70_FMwebp_.jpg,Computers&Accessories,Accessories&Peripherals,True
"Wayona Type C To Type C Long Fast Charging Cable Type C Charger Cord Compatible With Samsung S22 S20 S20 Fe 2022 S22 Ultra S21 Ultra A70 A51 A53 A33 A73 M51 M31 M33 M53 (Grey, 2M, 65W, 6Ft)",4.75,4.3,"2,806",https://m.media-amazon.com/images/I/41A4CcuIJuL._SY445_SX342_QL70_FMwebp_.jpg,Computers&Accessories,Accessories&Peripherals,True
"Wayona Nylon Braided 2M / 6Ft Fast Charge Usb To Lightning Data Sync And Charging Cable For Iphone, Ipad Tablet (6 Ft Pack Of 1, Grey)",5.35,4.2,"24,269",https://m.media-amazon.com/images/I/51UsScvHQNL._SX300_SY300_QL70_FMwebp_.jpg,Computers&Accessories,Accessories&Peripherals,True
CROSSVOLT Compatible Dash/Warp Data Sync Fast Charging Cable Supported for All C Type Devices (Cable),3.56,4.3,766,https://m.media-amazon.com/images/I/41LXLeCw3VL._SX300_SY300_QL70_FMwebp_.jpg,Computers&Accessories,Accessories&Peripherals,False
VU 139 cm (55 inches) The GloLED Series 4K Smart LED Google TV 55GloLED (Grey),452.48,4.3,"3,587",https://m.media-amazon.com/images/I/41pdZIhY+gL._SY300_SX300_.jpg,Electronics,"HomeTheater,TV&Video",False
"PTron Solero T241 2.4A Type-C Data & Charging USB Cable, Made in India, 480Mbps Data Sync, Durable 1-Meter Long USB Cable for Type-C USB Devices for Charging Adapter (Black)",1.18,3.9,"24,871",https://m.media-amazon.com/images/I/41CB7sKZvCL._SX300_SY300_QL70_FMwebp_.jpg,Computers&Accessories,Accessories&Peripherals,True
"Croma 80 cm (32 Inches) HD Ready LED TV (CREL7369, Black) (2021 Model)",88.0,4.1,"2,581",https://m.media-amazon.com/images/I/41fruBt99gL._SX300_SY300_QL70_FMwebp_.jpg,Electronics,"HomeTheater,TV&Video",False
"boAt Laptop, Smartphone Type-c A400 Male Data Cable (Carbon Black)",3.25,4.3,"20,850",https://m.media-amazon.com/images/I/41jk4zYjTsL._SX300_SY300_QL70_FMwebp_.jpg,Computers&Accessories,Accessories&Peripherals,True
LG 80 cm (32 inches) HD Ready Smart LED TV 32LQ576BPSA (Ceramic Black),190.4,4.3,"1,035",https://m.media-amazon.com/images/I/41WD+zBGibL._SY300_SX300_.jpg,Electronics,"HomeTheater,TV&Video",True
"boAt Type C A750 Stress Resistant, Tangle-free, Sturdy Flat Cable with 6.5A Fast Charging & 480Mbps Data Transmission, 10000+ Bends Lifespan and Extended 1.5m Length(Radiant Red)",4.75,4.1,"1,780",https://m.media-amazon.com/images/I/41+3EsgcpzL._SY300_SX300_.jpg,Computers&Accessories,Accessories&Peripherals,True
Cotbolt Silicone Protective Case Cover for LG an MR21GA Magic Remote Shockproof for LG Smart TV Remote 2021 Protective Skin Waterproof Anti Lost (Black) (Remote Not Included),4.75,4.5,505,https://m.media-amazon.com/images/I/41dNwzNOc3L._SX300_SY300_QL70_FMwebp_.jpg,Electronics,"HomeTheater,TV&Video",True
Portronics Konnect L POR-1403 Fast Charging 3A Type-C Cable 1.2 Meter with Charge & Sync Function for All Type-C Devices (White),2.5,4.1,"1,717",https://m.media-amazon.com/images/I/21rxGo3S7FL._SY445_SX342_QL70_FMwebp_.jpg,Computers&Accessories,Accessories&Peripherals,True
Electvision Remote Control Compatible with Amazon Fire tv Stick (Pairing Manual Will be Back Side Remote Control)(P),15.47,3.6,590,https://m.media-amazon.com/images/I/31sBb-2L8KL._SX300_SY300_QL70_FMwebp_.jpg,Electronics,"HomeTheater,TV&Video",False
"King Shine Multi Retractable 3.0A Fast Charger Cord, Multiple Charging Cable 4Ft/1.2m 3-in-1 USB Charge Cord Compatible with Phone/Type C/Micro USB for All Android and iOS Smartphones (Random Colour)",4.13,3.5,"1,121",https://m.media-amazon.com/images/I/416GZEi9SuL._SX300_SY300_QL70_FMwebp_.jpg,Computers&Accessories,Accessories&Peripherals,True
"Lapster 5 pin mini usb cable, usb b cable,camera cable usb2.0 for External HDDS/Card Readers/Camera etc.",1.77,4.0,"1,313",https://m.media-amazon.com/images/I/41ipWb8mrKL._SX300_SY300_QL70_FMwebp_.jpg,Computers&Accessories,Accessories&Peripherals,False
"Portronics Konnect Spydr 31 3-in-1 Multi Functional Cable with 3.0A Output, Tangle Resistant, 1.2M Length, Nylon Braided(Zebra)",2.71,3.8,132,https://m.media-amazon.com/images/I/41LCWn4aUHL._SX300_SY300_QL70_FMwebp_.jpg,Computers&Accessories,Accessories&Peripherals,True
"Belkin Apple Certified Lightning To Type C Cable, Tough Unbreakable Braided Fast Charging For Iphone, Ipad, Air Pods, 3.3 Feet (1 Meters)    White",19.04,4.4,"1,951",https://m.media-amazon.com/images/I/31fQdrBOMvL._SY445_SX342_QL70_FMwebp_.jpg,Computers&Accessories,Accessories&Peripherals,False
Remote Control Compatible for Amazon Fire Tv Stick Remote Control [ 3rd Gen ](Not Compatible for Fire TV Edition Smart TV) from basesailor,17.85,3.7,37,https://m.media-amazon.com/images/I/31-J+oOnb8L._SY300_SX300_.jpg,Electronics,"HomeTheater,TV&Video",False
VW 80 cm (32 inches) Playwall Frameless Series HD Ready Android Smart LED TV VW3251 (Black),101.2,4.3,592,https://m.media-amazon.com/images/I/41P2TNMG-hL._SY300_SX300_QL70_FMwebp_.jpg,Electronics,"HomeTheater,TV&Video",False
Hisense 108 cm (43 inches) 4K Ultra HD Smart Certified Android LED TV 43A6GE (Black),249.94,4.1,"1,259",https://m.media-amazon.com/images/I/51Pu9zNUbtL._SY300_SX300_QL70_FMwebp_.jpg,Electronics,"HomeTheater,TV&Video",False
Redmi 126 cm (50 inches) 4K Ultra HD Android Smart LED TV X50 | L50M6-RA (Black),392.94,4.2,"45,238",https://m.media-amazon.com/images/I/41Om+JyC4iL._SX300_SY300_.jpg,Electronics,"HomeTheater,TV&Video",False
AmazonBasics 6-Feet DisplayPort (not USB port) to HDMI Cable Black,9.51,4.1,"28,638",https://m.media-amazon.com/images/I/41F6ukNxcCL._SX300_SY300_QL70_FMwebp_.jpg,Electronics,"HomeTheater,TV&Video",True
AmazonBasics 3 Feet High Speed HDMI Male to Female 2.0 Extension Cable,2.73,4.3,"12,835",https://m.media-amazon.com/images/I/41Rg-JkRGgL._SY300_SX300_QL70_FMwebp_.jpg,Electronics,"HomeTheater,TV&Video",False
iFFALCON 80 cm (32 inches) HD Ready Smart LED TV 32F53 (Black),119.06,4.2,"1,269",https://m.media-amazon.com/images/I/51O93lUTxtL._SY300_SX300_QL70_FMwebp_.jpg,Electronics,"HomeTheater,TV&Video",False
7SEVEN® Compatible Lg Smart Tv Remote Suitable for Any LG LED OLED LCD UHD Plasma Android Television and AKB75095303 replacement of Original Lg Tv Remote Control,4.16,4.2,284,https://m.media-amazon.com/images/I/31Bfu6liMWL._SX300_SY300_QL70_FMwebp_.jpg,Electronics,"HomeTheater,TV&Video",False
"AmazonBasics 3.5mm to 2-Male RCA Adapter Cable For Tablet, Smartphone (Black, 15 feet)",5.82,4.4,"69,538",https://m.media-amazon.com/images/I/513rqzxlDpL._SX300_SY300_QL70_FMwebp_.jpg,Electronics,"HomeTheater,TV&Video",False
Acer 109 cm (43 inches) I Series 4K Ultra HD Android Smart LED TV AR43AR2851UDFL (Black),285.77,4.3,"4,703",https://m.media-amazon.com/images/I/417QOjrqyBL._SY300_SX300_QL70_FMwebp_.jpg,Electronics,"HomeTheater,TV&Video",True
"Wayona Usb Type C 65W 6Ft/2M Long Fast Charging Cable Compatible For Samsung S22 S20 Fe S21 Ultra A33 A53 A01 A73 A70 A51 M33 M53 M51 M31(2M, Black)",4.75,4.3,"2,806",https://m.media-amazon.com/images/I/41Rd-jDNOmL._SY445_SX342_QL70_FMwebp_.jpg,Computers&Accessories,Accessories&Peripherals,False
"Saifsmart Outlet Wall Mount Hanger Holder for Dot 3rd Gen, Compact Bracket Case Plug and Built-in Cable Management for Kitchen Bathroom, Bedroom (Black)",4.16,4.0,"3,295",https://m.media-amazon.com/images/I/41-AORr2udL._SX300_SY300_QL70_FMwebp_.jpg,Electronics,HomeAudio,False
"MI 2-in-1 USB Type C Cable (Micro USB to Type C) 30cm for Smartphone, Headphone, Laptop (White)",2.13,3.9,81,https://m.media-amazon.com/images/I/21fnxCjCF1L._SX300_SY300_QL70_FMwebp_.jpg,Computers&Accessories,Accessories&Peripherals,True
"AmazonBasics New Release ABS USB-A to Lightning Cable Cord, Fast Charging MFi Certified Charger for Apple iPhone, iPad Tablet (3-Ft, White)",8.2,4.2,"42,301",https://m.media-amazon.com/images/I/31R8-XSK40L._SX342_SY445_QL70_FMwebp_.jpg,Computers&Accessories,Accessories&Peripherals,True
LG 108 cm (43 inches) 4K Ultra HD Smart LED TV 43UQ7500PSF (Ceramic Black),369.02,4.3,"1,376",https://m.media-amazon.com/images/I/51dOjIreG4L._SX300_SY300_QL70_FMwebp_.jpg,Electronics,"HomeTheater,TV&Video",False
"pTron Solero 331 3.4Amps Multifunction Fast Charging Cable, 3-in-1 USB Cable Micro USB/Type-C/iOS, Made in India, Durable & Strong & Tangle-free 118cm in Length (Black)",2.96,3.9,"1,075",https://m.media-amazon.com/images/I/41gUqtvpULL._SX300_SY300_QL70_FMwebp_.jpg,Computers&Accessories,Accessories&Peripherals,True
"10k 8k 4k HDMI Cable, Certified 48Gbps 1ms Ultra High Speed HDMI 2.1 Cable 4k 120Hz 144Hz 2k 165Hz 8k 60Hz Dynamic HDR ARC eARC DTS:X Compatible for Mac Gaming PC Soundbar TV Monitor Laptop PS5 4 Xbox",11.9,4.6,"3,664",https://m.media-amazon.com/images/I/41+AJMzMo7L._SX342_SY445_.jpg,Electronics,"HomeTheater,TV&Video",True
LRIPL Compatible Sony Bravia LCD/led Remote Works with Almost All Sony led/LCD tv's,4.75,3.9,"1,951",https://m.media-amazon.com/images/I/41hpz9rFbZL._SX300_SY300_QL70_FMwebp_.jpg,Electronics,"HomeTheater,TV&Video",True
"boAt Type-c A400 Type-c to USB A Cable for All Type C Phones (Lg nexus 5x), 1Mtr(Black)",4.16,4.3,"20,850",https://m.media-amazon.com/images/I/41alINWQKXL._SX300_SY300_QL70_FMwebp_.jpg,Computers&Accessories,Accessories&Peripherals,True
"Zoul Type C to Type C Fast Charging Cable 65W 2M/6ft USB C Nylon Braided Cord Compatible with MacBook Oneplus 9 9R Samsung Galaxy S21 Ultra S20+ (2M, Black)",4.75,4.1,"2,685",https://m.media-amazon.com/images/I/41wI9GGhTHL._SX300_SY300_QL70_FMwebp_.jpg,Computers&Accessories,Accessories&Peripherals,False
"TP-LINK AC1300 Archer T3U Plus High Gain USB 3.0 Wi-Fi Dongle, Wireless Dual Band MU-MIMO WiFi Adapter with High Gain Antenna, Supports Windows 11/10/8.1/8/7/XP/MacOS",20.23,4.4,"24,780",https://m.media-amazon.com/images/I/21jLkYGoSEL._SX300_SY300_QL70_FMwebp_.jpg,Computers&Accessories,NetworkingDevices,False
"LRIPL Mi Remote Control with Netflix & Prime Video Button Compatible for Mi 4X LED Android Smart TV 4A Remote Control (32""/43"") with Voice Command (Pairing Required)",7.8,3.2,285,https://m.media-amazon.com/images/I/21yP58lKDoL._SX300_SY300_QL70_FMwebp_.jpg,Electronics,"HomeTheater,TV&Video",True
"TP-Link Nano USB WiFi Dongle 150Mbps High Gain Wireless Network Wi-Fi Adapter for PC Desktop and Laptops, Supports Windows 10/8.1/8/7/XP, Linux, Mac OS X (TL-WN722N)",8.92,4.2,"1,79,692",https://m.media-amazon.com/images/I/31Wb+A3VVdL._SY300_SX300_.jpg,Computers&Accessories,NetworkingDevices,True
Kodak 80 cm (32 inches) HD Ready Certified Android LED TV 32HDX7XPRO (Black),119.06,4.2,"6,088",https://m.media-amazon.com/images/I/41ZptRPWCPL._SY300_SX300_QL70_FMwebp_.jpg,Electronics,"HomeTheater,TV&Video",False
Airtel DigitalTV DTH Remote SD/HD/HD Recording Compatible for Television (Shining Black ),2.32,3.7,"1,383",https://m.media-amazon.com/images/I/41R3n7+taUL._SY300_SX300_.jpg,Electronics,"HomeTheater,TV&Video",True
"AmazonBasics New Release Nylon USB-A to Lightning Cable Cord, MFi Certified Charger for Apple iPhone, iPad, Silver, 6-Ft",11.9,4.5,"5,492",https://m.media-amazon.com/images/I/31OIv762uSL._SX300_SY300_QL70_FMwebp_.jpg,Computers&Accessories,Accessories&Peripherals,False
"Ambrane Fast 100W Output Cable with Type-C to Type-C for Mobile, Laptop, Macbook & Table Charging, 480mbps Data Sync Speed, Braided Cable, 1.5m Length (ABCC-100, Black-Grey)",5.94,4.2,919,https://m.media-amazon.com/images/I/31y7uO5DU8L._SX300_SY300_QL70_FMwebp_.jpg,Computers&Accessories,Accessories&Peripherals,False
"BlueRigger Digital Optical Audio Toslink Cable (3.3 Feet / 1 Meter) With 8 Channel (7.1) Audio Support (for Home Theatre, Xbox, Playstation etc.)",4.95,4.2,"30,023",https://m.media-amazon.com/images/I/41CF6GtnpKL._SX300_SY300_QL70_FMwebp_.jpg,Electronics,"HomeTheater,TV&Video",False
"Duracell Type-C To Micro 1.2M braided Sync & Charge Cable, USB C to Micro Fast Charge Compatible for fast data transmission (Black)",4.38,4.2,387,https://m.media-amazon.com/images/I/41qhsp6qcNL._SX300_SY300_QL70_FMwebp_.jpg,Computers&Accessories,Accessories&Peripherals,False
VU 138 cm (55 inches) Premium Series 4K Ultra HD Smart IPS LED TV 55UT (Black),357.11,4.1,211,https://m.media-amazon.com/images/I/41HhmJpfjNL._SX300_SY300_QL70_FMwebp_.jpg,Electronics,"HomeTheater,TV&Video",True
"Zoul USB Type C Fast Charging 3A Nylon Braided Data Cable Quick Charger Cable QC 3.0 for Samsung Galaxy M31s M30 S10 S9 S20 Plus, Note 10 9 8, A20e A40 A50 A70 (1M, Grey)",4.04,4.3,974,https://m.media-amazon.com/images/I/419QKVTxaSL._SX300_SY300_QL70_FMwebp_.jpg,Computers&Accessories,Accessories&Peripherals,True
Samsung 80 cm (32 inches) Wondertainment Series HD Ready LED Smart TV UA32TE40AAKBXL (Titan Gray),184.45,4.3,"16,299",https://m.media-amazon.com/images/I/41+b6inZEkL._SX300_SY300_.jpg,Electronics,"HomeTheater,TV&Video",True
MI Xiaomi USB Type C HYperCharge Cable 6A 100cm Sturdy and Durable Black Supports 120W HyperCharging,5.94,4.3,"30,411",https://m.media-amazon.com/images/I/21WhHd9leXL._SX300_SY300_QL70_FMwebp_.jpg,Computers&Accessories,Accessories&Peripherals,False
GENERIC Ultra-Mini Bluetooth CSR 4.0 USB Dongle Adapter for Windows Computer ( Black:Golden),2.96,3.4,"4,642",https://m.media-amazon.com/images/I/41c5wGlZyPS._SX300_SY300_QL70_FMwebp_.jpg,Computers&Accessories,NetworkingDevices,True
7SEVEN® Compatible for Tata Sky Remote Original Set Top HD Box and Suitable for SD Tata Play setup Box Remote Control,4.75,4.3,12,https://m.media-amazon.com/images/I/31IS376AeYL._SX300_SY300_QL70_FMwebp_.jpg,Electronics,"HomeTheater,TV&Video",False
"Belkin Apple Certified Lightning To Type C Cable, Fast Charging For Iphone, Ipad, Air Pods, 3.3 Feet (1 Meters)    White",17.85,4.4,"1,951",https://m.media-amazon.com/images/I/21fnuilweNL._SY445_SX342_QL70_FMwebp_.jpg,Computers&Accessories,Accessories&Peripherals,False
"EGate i9 Pro-Max 1080p Native Full HD Projector 4k Support | 3600 L (330 ANSI ) | 150"" (381 cm) Large Screen | VGA, AV, HDMI, SD Card, USB, Audio Out | (E03i31 / E04i32) Black",113.0,3.9,"10,480",https://m.media-amazon.com/images/I/51DhRNtyo0L._SX300_SY300_QL70_FMwebp_.jpg,Electronics,"HomeTheater,TV&Video",False
"ZEBRONICS HAA2021 HDMI version 2.1 cable with 8K @ 60Hz, 4K @ 120Hz, eARC & CEC support, 3D compatible, 2 meters length, 48Gbps max and Gold-plated connectors",7.59,4.1,24,https://m.media-amazon.com/images/I/31fpyR3mU4L._SX300_SY300_QL70_FMwebp_.jpg,Electronics,"HomeTheater,TV&Video",True
7SEVEN® Compatible for Sony Bravia LCD LED UHD OLED QLED 4K Ultra HD TV remote control with YouTube and NETFLIX Hotkeys. Universal Replacement for Original Sony Smart Android tv Remote Control,4.75,3.9,254,https://m.media-amazon.com/images/I/31yHKPd+rsL._SY300_SX300_.jpg,Electronics,"HomeTheater,TV&Video",False
AmazonBasics Digital Optical Coax to Analog RCA Audio Converter Adapter with Fiber Cable,12.97,4.0,"3,565",https://m.media-amazon.com/images/I/41OrFRgZhYL._SX300_SY300_QL70_FMwebp_.jpg,Electronics,"HomeTheater,TV&Video",True
"Wayona Type C Cable Nylon Braided USB C QC 3.0 Fast Charging Short Power Bank Cable for Samsung Galaxy S10e/S10+/S10/S9/S9+/Note 9/S8/Note 8, LG G7 G5 G6, Moto G6 G7 (0.25M, Black)",4.04,4.3,"6,255",https://m.media-amazon.com/images/I/41-NYo+m0JL._SY300_SX300_.jpg,Computers&Accessories,Accessories&Peripherals,True
"Pinnaclz Original Combo of 2 USB Type C Fast Charging Cable, USB C Data Cable for Charging and Data Transfer Smart Phones White 1.2 Meter Made in India (Pack of 2)",1.77,4.0,"7,732",https://m.media-amazon.com/images/I/41agXfR4tqL._SX300_SY300_QL70_FMwebp_.jpg,Computers&Accessories,Accessories&Peripherals,False
Ambrane BCL-15 Lightning Cable for Smartphone (1.5m Black),1.77,3.9,57,https://m.media-amazon.com/images/I/313Ja+mXy6L._SY300_SX300_.jpg,Computers&Accessories,Accessories&Peripherals,True
"Belkin USB C to USB-C Fast Charging Type C Cable, 60W PD, 3.3 feet (1 meter) for Laptop, Personal Computer, Tablet, Smartphone - Black, USB-IF Certified",7.13,4.5,577,https://m.media-amazon.com/images/I/21DUuehBaRL._SX300_SY300_QL70_FMwebp_.jpg,Computers&Accessories,Accessories&Peripherals,False
LOHAYA Television Remote Compatible with Samsung Smart LED/LCD/HD TV Remote Control [ Compatible for All Samsung Tv Remote Control ],3.56,3.9,"1,193",https://m.media-amazon.com/images/I/31vPhcWqqWL._SX300_SY300_QL70_FMwebp_.jpg,Electronics,"HomeTheater,TV&Video",False
"Wayona Nylon Braided Lightning USB Data Sync & 3A Charging Cable for iPhones, iPad Air, iPad Mini, iPod Nano and iPod Touch (3 FT Pack of 1, Grey)",4.75,4.2,"13,120",https://m.media-amazon.com/images/I/41bkm5HhWsL._SY445_SX342_QL70_FMwebp_.jpg,Computers&Accessories,Accessories&Peripherals,True
Electvision Remote Control Compatible with Kodak/Thomson Smart led tv (Without Voice) Before Placing Order for verification Contact Our coustmer Care 7738090464,4.04,4.0,343,https://m.media-amazon.com/images/I/311wFoZMekL._SX300_SY300_QL70_FMwebp_.jpg,Electronics,"HomeTheater,TV&Video",True
